polygon_id,point_index,geocoordinate,avg_width
8,2,"(9.929795, 53.563459)",21.105273943211746
8,3,"(9.929882, 53.563458)",21.105273943211746
8,4,"(9.929969, 53.563457)",21.105273943211746
8,5,"(9.930056, 53.563456)",21.105273943211746
8,6,"(9.930143, 53.563453)",21.105273943211746
8,7,"(9.930230, 53.563449)",21.105273943211746
8,8,"(9.930317, 53.563443)",21.105273943211746
8,9,"(9.930403, 53.563434)",21.105273943211746
9,0,"(9.929365, 53.563905)",36.05060939669522
9,1,"(9.929381, 53.563877)",36.05060939669522
9,2,"(9.929392, 53.563849)",36.05060939669522
9,3,"(9.929396, 53.563820)",36.05060939669522
9,4,"(9.929394, 53.563791)",36.05060939669522
9,5,"(9.929389, 53.563762)",36.05060939669522
9,6,"(9.929382, 53.563733)",36.05060939669522
9,7,"(9.929377, 53.563704)",36.05060939669522
9,8,"(9.929375, 53.563675)",36.05060939669522
9,9,"(9.929376, 53.563645)",36.05060939669522
10,0,"(9.929372, 53.563768)",157.43986340008615
10,1,"(9.929380, 53.563768)",157.43986340008615
10,2,"(9.929388, 53.563768)",157.43986340008615
10,3,"(9.929397, 53.563768)",157.43986340008615
10,4,"(9.929405, 53.563768)",157.43986340008615
10,5,"(9.929413, 53.563768)",157.43986340008615
10,6,"(9.929422, 53.563768)",157.43986340008615
10,7,"(9.929430, 53.563768)",157.43986340008615
10,8,"(9.929438, 53.563768)",157.43986340008615
10,9,"(9.929446, 53.563768)",157.43986340008615
11,0,"(9.928782, 53.563502)",22.94841862013051
11,1,"(9.928797, 53.563494)",22.94841862013051
11,2,"(9.928816, 53.563489)",22.94841862013051
11,3,"(9.928835, 53.563485)",22.94841862013051
11,4,"(9.928855, 53.563482)",22.94841862013051
11,5,"(9.928875, 53.563479)",22.94841862013051
11,6,"(9.928895, 53.563477)",22.94841862013051
11,7,"(9.928915, 53.563475)",22.94841862013051
11,8,"(9.928935, 53.563473)",22.94841862013051
11,9,"(9.928956, 53.563471)",22.94841862013051
12,0,"(9.928344, 53.563496)",43.590239468070365
12,1,"(9.928353, 53.563488)",43.590239468070365
12,2,"(9.928349, 53.563478)",43.590239468070365
12,3,"(9.928362, 53.563471)",43.590239468070365
12,4,"(9.928378, 53.563468)",43.590239468070365
12,5,"(9.928395, 53.563465)",43.590239468070365
12,6,"(9.928412, 53.563463)",43.590239468070365
12,7,"(9.928429, 53.563462)",43.590239468070365
12,8,"(9.928446, 53.563460)",43.590239468070365
12,9,"(9.928464, 53.563458)",43.590239468070365
13,0,"(9.928903, 53.563529)",29.795483995055342
13,1,"(9.928856, 53.563525)",29.795483995055342
13,2,"(9.928809, 53.563519)",29.795483995055342
13,3,"(9.928826, 53.563504)",29.795483995055342
13,4,"(9.928872, 53.563497)",29.795483995055342
13,5,"(9.928919, 53.563491)",29.795483995055342
13,6,"(9.928966, 53.563486)",29.795483995055342
13,7,"(9.929013, 53.563480)",29.795483995055342
13,8,"(9.929060, 53.563474)",29.795483995055342
13,9,"(9.929106, 53.563468)",29.795483995055342
14,0,"(9.928785, 53.563530)",24.93301839543762
14,1,"(9.928811, 53.563513)",24.93301839543762
14,2,"(9.928848, 53.563507)",24.93301839543762
14,3,"(9.928886, 53.563503)",24.93301839543762
14,4,"(9.928924, 53.563500)",24.93301839543762
14,5,"(9.928962, 53.563498)",24.93301839543762
14,6,"(9.929001, 53.563496)",24.93301839543762
14,7,"(9.929039, 53.563494)",24.93301839543762
14,8,"(9.929078, 53.563492)",24.93301839543762
14,9,"(9.929116, 53.563490)",24.93301839543762
15,0,"(9.929173, 53.563541)",33.127448052421116
15,1,"(9.929054, 53.563550)",33.127448052421116
15,2,"(9.928934, 53.563557)",33.127448052421116
15,3,"(9.928814, 53.563562)",33.127448052421116
15,4,"(9.928694, 53.563566)",33.127448052421116
15,5,"(9.928573, 53.563569)",33.127448052421116
15,6,"(9.928453, 53.563572)",33.127448052421116
15,7,"(9.928333, 53.563577)",33.127448052421116
15,8,"(9.928213, 53.563584)",33.127448052421116
15,9,"(9.928093, 53.563592)",33.127448052421116
16,0,"(9.928149, 53.563483)",28.04770299373397
16,1,"(9.928259, 53.563483)",28.04770299373397
16,2,"(9.928370, 53.563480)",28.04770299373397
16,3,"(9.928481, 53.563475)",28.04770299373397
16,4,"(9.928591, 53.563469)",28.04770299373397
16,5,"(9.928701, 53.563461)",28.04770299373397
16,6,"(9.928811, 53.563454)",28.04770299373397
16,7,"(9.928922, 53.563448)",28.04770299373397
16,8,"(9.929032, 53.563444)",28.04770299373397
16,9,"(9.929143, 53.563442)",28.04770299373397
17,0,"(9.928774, 53.563474)",28.546211790159447
17,1,"(9.928742, 53.563468)",28.546211790159447
17,2,"(9.928754, 53.563457)",28.546211790159447
17,3,"(9.928785, 53.563452)",28.546211790159447
17,4,"(9.928817, 53.563447)",28.546211790159447
17,5,"(9.928849, 53.563443)",28.546211790159447
17,6,"(9.928881, 53.563440)",28.546211790159447
17,7,"(9.928914, 53.563436)",28.546211790159447
17,8,"(9.928946, 53.563432)",28.546211790159447
17,9,"(9.928978, 53.563428)",28.546211790159447
18,0,"(9.928819, 53.563558)",120.00059325392543
18,1,"(9.928802, 53.563548)",120.00059325392543
18,2,"(9.928824, 53.563540)",120.00059325392543
18,3,"(9.928850, 53.563535)",120.00059325392543
18,4,"(9.928875, 53.563531)",120.00059325392543
18,5,"(9.928901, 53.563527)",120.00059325392543
18,6,"(9.928927, 53.563523)",120.00059325392543
18,7,"(9.928953, 53.563518)",120.00059325392543
18,8,"(9.928978, 53.563513)",120.00059325392543
18,9,"(9.929001, 53.563505)",120.00059325392543
