polygon_id,point_index,geocoordinate,avg_width
10,0,"(10.017777, 53.586220)",39.957011667043936
10,1,"(10.017767, 53.586239)",39.957011667043936
10,2,"(10.017756, 53.586257)",39.957011667043936
10,3,"(10.017745, 53.586275)",39.957011667043936
10,4,"(10.017733, 53.586293)",39.957011667043936
10,5,"(10.017722, 53.586311)",39.957011667043936
10,6,"(10.017710, 53.586329)",39.957011667043936
10,7,"(10.017699, 53.586347)",39.957011667043936
10,8,"(10.017688, 53.586365)",39.957011667043936
10,9,"(10.017677, 53.586383)",39.957011667043936
11,0,"(10.017801, 53.586612)",50.61963266207599
11,1,"(10.017858, 53.586634)",50.61963266207599
11,2,"(10.017912, 53.586657)",50.61963266207599
11,3,"(10.017965, 53.586682)",50.61963266207599
11,4,"(10.018015, 53.586708)",50.61963266207599
11,5,"(10.018065, 53.586734)",50.61963266207599
11,6,"(10.018115, 53.586761)",50.61963266207599
11,7,"(10.018166, 53.586786)",50.61963266207599
11,8,"(10.018219, 53.586811)",50.61963266207599
11,9,"(10.018273, 53.586834)",50.61963266207599
12,0,"(10.017648, 53.586222)",38.10030367363802
12,1,"(10.017636, 53.586238)",38.10030367363802
12,2,"(10.017624, 53.586254)",38.10030367363802
12,3,"(10.017613, 53.586270)",38.10030367363802
12,4,"(10.017602, 53.586286)",38.10030367363802
12,5,"(10.017592, 53.586303)",38.10030367363802
12,6,"(10.017582, 53.586319)",38.10030367363802
12,7,"(10.017572, 53.586336)",38.10030367363802
12,8,"(10.017562, 53.586352)",38.10030367363802
12,9,"(10.017553, 53.586368)",38.10030367363802
13,0,"(10.017839, 53.586660)",40.66550495894736
13,1,"(10.017884, 53.586683)",40.66550495894736
13,2,"(10.017929, 53.586705)",40.66550495894736
13,3,"(10.017976, 53.586726)",40.66550495894736
13,4,"(10.018023, 53.586746)",40.66550495894736
13,5,"(10.018071, 53.586766)",40.66550495894736
13,6,"(10.018119, 53.586786)",40.66550495894736
13,7,"(10.018166, 53.586807)",40.66550495894736
13,8,"(10.018212, 53.586828)",40.66550495894736
13,9,"(10.018258, 53.586850)",40.66550495894736
14,0,"(10.017595, 53.586691)",39.27829404199855
14,1,"(10.017610, 53.586665)",39.27829404199855
14,2,"(10.017626, 53.586638)",39.27829404199855
14,3,"(10.017643, 53.586612)",39.27829404199855
14,4,"(10.017660, 53.586586)",39.27829404199855
14,5,"(10.017677, 53.586560)",39.27829404199855
14,6,"(10.017694, 53.586533)",39.27829404199855
14,7,"(10.017710, 53.586507)",39.27829404199855
14,8,"(10.017725, 53.586480)",39.27829404199855
14,9,"(10.017740, 53.586453)",39.27829404199855
